"","Aardappelengat A5","Aardappelengat A6","Aardappelengat A4","Amer A3","Amer A5","BeerKanaal B1","Beneden Merwede BE 1A","Beneden Merwede BE 2","Beningen BN 6","Beningen BN 5","CalandKanaal CA4","Dordtsche Kil D 1","Dordtsche Kil D 2A","Haringvliet HV 25","Haringvliet HV 26","Haringvliet HV3","Haringvliet HV5","Haringvliet HV7","Haringvliet HV2A","Haringvliet HD-G","Haringvliet HD-H","Haringvliet HD-I","Haringvliet HD-B","Haringvliet HD-C","Haringvliet HD-D","Haringvliet HD-E","Haringvliet HD-F","Hartelkanaal SB-B","Hartelkanaal SB-E","Hitsertse of Vuile Gat VG 5","Hitsertse of Vuile Gat VG 8","Hollands Diep HD 33","Hollands Diep HD 30","Maasmond Maas 5","Maasmond CA2-NW1","Maasmond Maas 4","Maasvlakte-Maasgeul Maas1","Maasvlakte-Maasgeul MV N","Maasvlakte-Maasgeul MV A","Maasvlakte-Maasgeul MVB","Maasvlakte-Maasgeul MVC","Nieuwe Maas NM 23","Nieuwe Maas NM 21","Nieuwe Merwede NM 8","Nieuwe Merwede NM 6","NieuweWaterweg NW3","NieuweWaterweg NW2","NieuweWaterweg NW25","NieuweWaterweg NW8","Noord N4","Noord N2","NoordPampus P8","NoordPampus P7","NoordPampus P6","NoordPampus P1","NoordPampus P4","NoordPampus P9","NoordPampus P10","Noordzee HP-WNB 15A","Oude Maas O 57","Oude Maas O 59","Oude Maas BB A","Oude Maas BB-C","Oude Maas BB-E","Slijkgat HS8","Slijkgat HS6","Slijkgat HS4","Slijkgat HS2","Slijkgat SG7","Slijkgat SG12","Slijkgat SG6","Slijkgat SG2","Spui SP 4","Spui SP 6","Zuid Hollandsch Diep 5","Zuid Hollandsch Diep 3","Goereesesluis ZOUT","Goereesesluis ZOET","Bunker","AMER - ZUIDERGAT","AMER - NOORDERGAT"
"Noord N2",36881.0568587793,36718.9755409585,37022.0946667504,17262.1366434503,17629.0767563073,40465.8075576588,11422.5846774431,10985.1043734464,28828.628968797,28858.9554627859,40427.5155421877,11509.896379307,10862.2951066444,30567.0837100964,29976.2746055581,36600.3323543174,35827.2834915445,35056.4475964452,35187.5277860234,40351.5601917457,40217.8753837538,40205.5774854953,41091.8077691372,40934.4048319577,40786.5643953144,40640.6840314766,40488.1428714257,37710.1696064011,37286.4352535372,28383.2175448051,28060.8653435205,20125.0559365147,19815.3860489957,41236.6341479107,41052.2062569876,41253.1059742529,44249.6976727282,45954.0287059249,47035.1469664578,48341.958574797,48242.196262761,6166.77028038478,6605.90631805621,15142.5790109746,15410.3018202024,40438.228874999,40440.0702845861,35070.0681674804,34955.6672995781,636.269749393926,0,41634.8748889429,41839.4180231082,41792.6923503398,43929.5514845155,42647.8400308446,41832.2396874842,41690.1094789258,44882.2443329012,5837.38318935572,5769.82075563902,21427.4820914521,21329.6042653083,21241.9502302506,41492.1248920672,41235.0194527132,40980.9458723738,40728.3018222482,49033.2995508472,45888.0517997902,49513.7497329477,51456.2092550284,15074.4982021695,15278.8711036299,20805.973104601,20937.2223371147,41948.3186693753,41492.393833234,42402.80853261,16485.3858923872,16683.4358940893
"NoordPampus P8",7217.17073896261,7159.18961311431,6424.46474375733,49805.8398595501,50708.0139716667,15443.854639172,51315.4040744201,50928.2944843224,15585.7866824251,15506.6975649425,15985.1042581155,41311.9999117049,41411.0394445198,17544.9760704064,17834.3092121433,6187.44830635331,6763.96575466704,7438.2999743435,7129.76780176521,1554.96624498005,1589.84941544678,1519.8168814568,1701.92992205465,1625.2035580782,1574.51027812168,1544.48771719718,1543.34465169217,11869.7103282138,11955.3088263354,18726.3489625675,18581.6034445545,38555.7293730422,38322.6591193116,15794.9805499003,16193.3941377909,16707.5013887573,16734.9687117923,17284.4722087526,10816.1286064134,13542.6353773989,16952.862027111,37329.3561639771,36857.1347926511,47711.5631861674,47210.4035990802,16161.2270164167,16562.4876024887,15381.4901245986,15781.8902193633,42042.5651117893,41634.8748889429,0,207.058859331145,1095.73341831949,3061.3281609491,2331.54659873695,725.171783604975,740.005794713922,8887.86158299211,43164.8439539464,43316.8798851001,20395.3534600886,20499.3808373565,20591.4670157713,1018.10220135113,851.14299099507,828.441267519193,944.329453049603,7478.82710936388,4461.54327830532,8100.40987672482,10086.9547056471,26955.754138086,26794.1315733942,38630.1660550581,38749.1461286995,1578.14005786578,1928.05692605899,5567.36657814466,47213.7401618678,47690.4891794007
"NoordPampus P7",7341.04516302009,7288.7724579014,6559.73742249178,49988.4429852322,50891.103274984,15529.3518288405,51513.9862343818,51127.1087562146,15751.5987089632,15672.8379149802,16071.7891190336,41499.8893978812,41600.295487772,17679.5970866559,17973.4272079262,6342.95178444898,6929.75631399631,7610.25996131559,7306.08965435097,1712.82471591834,1762.66178165031,1704.68259600391,1752.42815734161,1699.25281897328,1671.20312390588,1663.28938198789,1683.27078307596,11993.1512091639,12084.4276707621,18876.1261483671,18735.0489033059,38719.7573398684,38487.6325192032,15871.5847457134,16272.9958016139,16785.7329533005,16776.5734489979,17306.6006475669,10765.3576862229,13497.8902279635,16941.2106708546,37536.2122630334,37064.0297270816,47896.3654981374,47393.9785966612,16248.0283167516,16649.8349403091,15526.7162526289,15927.2659111424,42246.7194420334,41839.4180231082,207.058859331145,0,1120.1811391632,2937.74775970137,2285.46773437938,667.293886087711,723.134649643506,8865.46567738366,43363.3320372521,43515.5391291093,20602.0531487238,20706.0936556013,20798.1879133185,1038.20586369035,940.965396845775,982.548535817427,1135.31961464773,7282.29098538333,4278.85618996654,7911.15060687798,9897.61873903653,27155.9663251163,26994.0038842238,38791.9570480348,38910.5441588488,1522.10021163043,1926.89288399913,5588.55274762899,47394.7460510836,47871.5973123551
"NoordPampus P6",8113.76896221883,8034.68188857573,7281.15300920716,50308.6768827919,51205.8037421844,14438.4948973695,51610.8990379313,51219.6729028461,16247.9946870904,16166.7617104573,14982.4808725398,41760.7003226531,41843.7252109479,18377.2594262022,18645.7314201916,6949.51173260277,7459.45156188243,8085.47530898754,7745.56404853402,2422.38637736061,2382.55751454003,2241.69689948053,2782.60392639626,2685.00943743519,2604.12402753064,2532.46327811852,2475.59142642419,10987.3873876939,11096.9120637885,19482.8154011558,19317.6779706626,39214.0136866402,38974.4497907777,14769.6490139822,15174.384589647,15685.4504337465,15656.3957760906,16192.1345066856,9768.41050740321,12483.9667489168,15861.5897734202,37366.7577999156,36889.8438997399,48192.3859525992,47704.0365492059,15158.8453252513,15561.3481756844,14597.0135298414,14997.7997617663,42212.8700411124,41792.6923503398,1095.73341831949,1120.1811391632,0,2325.13616142203,1320.89634752741,1786.33529081843,1827.143502378,7805.2092875029,43464.1712323389,43613.086998714,20462.255969265,20564.9408009022,20656.1503156254,2113.71624971501,1914.78554860876,1781.02077057809,1709.15322802732,7241.05966558253,4100.83096383941,7752.9664023839,9725.77268909004,27230.6361615816,27075.8732266052,39303.5624332808,39425.1123690519,2642.28049556135,3023.37591862308,4474.01514625584,47732.7137552497,48208.3760132266
"NoordPampus P1",10277.0202081139,10220.5134441094,9484.67534353541,52625.3917660068,53521.4509650983,14278.0144584138,53842.8950901728,53449.2540800993,18562.439690234,18481.6800471541,14828.9032827747,44064.3937838567,44142.2619192888,20604.5826392067,20890.0377175925,9218.63328453512,9758.30985798947,10398.8523933091,10064.5406281615,4603.4381102824,4608.62776107624,4497.50593420501,4638.41929558896,4617.93647894135,4606.33662223715,4599.63053362775,4604.30821102059,11433.7440713064,11623.1181676736,21762.6958432171,21607.653450392,41531.7484041135,41293.4369245949,14487.4460406798,14924.9532880235,15410.9329565313,14927.5290274057,15231.8729668573,8100.8785516931,10854.2633630687,14538.6746905985,39396.2777740482,38915.038847956,50504.3515433836,50018.9781338151,15004.0818640324,15407.8078825244,15285.078241992,15681.1893656262,44359.6757400499,43929.5514845155,3061.3281609491,2937.74775970137,2325.13616142203,0,1286.10771175689,3456.6444490146,3574.0332063265,6472.15707660923,45700.3764710041,45847.4097754531,22544.6347414481,22645.8591407415,22736.0551774817,3910.47922729123,3877.38498946552,3886.98230533452,3927.66626647954,5215.89309640735,2094.81412535955,5591.07579236198,7527.45278268642,29459.6584723805,29309.0593844998,41617.8752445598,41738.7787104474,4128.40772381173,4681.31242933174,3930.53478506035,50052.4207047885,50527.8895361228
"NoordPampus P4",9433.85453980067,9352.93316326871,8597.51139323357,51439.6318840501,52333.0701169761,13721.9471306372,52582.5848805618,52188.033108459,17490.3953771342,17408.2091552548,14271.0301570958,42855.7544882613,42927.0343128263,19683.5920660618,19946.1761726597,8246.28589833026,8733.26637237528,9337.89224899175,8985.77881343111,3742.85826524091,3702.32557185027,3557.23214524749,4030.31569197123,3956.02475139756,3893.93969021263,3837.2487380971,3791.10801138841,10578.5627583421,10734.939517559,20764.1160473558,20590.940195354,40443.4384485844,40200.4079342325,13995.5992514468,14417.1368950162,14917.7261457252,14687.2780422284,15133.30729101,8484.75928687853,11213.649894073,14678.108142011,38110.4112861358,37629.2697687205,49308.4792565745,48829.2286593015,14447.3434520526,14851.6097999845,14343.8944888226,14742.9005382588,43079.1824166628,42647.8400308446,2331.54659873695,2285.46773437938,1320.89634752741,1286.10771175689,0,2926.85093603274,3004.66988183653,6590.76665720096,44442.1613493111,44588.4166183651,21259.5424199584,21360.6916235096,21450.8362252381,3323.5742478025,3180.99539005449,3086.7803152395,3030.0441458108,6492.16220999474,3347.56966798744,6876.74922131924,8808.3721657131,28200.0896212719,28051.1626590166,40540.9814499955,40663.8454971361,3738.4758718784,4203.2091796363,3473.03159001423,48875.2659880899,49350.0836991903
"NoordPampus P9",6887.50180283752,6853.13282398512,6145.68843723637,49761.6659295355,50667.38931644,16169.0204729954,51418.7434127181,51034.5309875436,15442.0125959783,15364.8964929108,16710.2740682144,41310.3550222302,41420.9958555441,17246.0595241566,17554.7119398512,6007.14293221416,6637.92329681169,7346.9565972214,7068.26190022369,1493.23192481695,1614.78402937286,1635.29618614143,1183.77287350008,1188.1041881124,1225.44901252474,1290.42547180163,1388.23150754841,12580.1384406973,12660.3989683362,18495.590315185,18369.0647651102,38393.8085450406,38166.1122543927,16519.2575163924,16918.1410395673,17432.0607115618,17442.2306362588,17973.7110048403,11388.8238181014,14127.1776056009,17597.2933541228,37603.9107268602,37134.7555441272,47684.3044468196,47173.7741240764,16886.395528929,17287.6463537523,16064.896272546,16464.9786593471,42231.7315972426,41832.2396874842,725.171783604975,667.293886087711,1786.33529081843,3456.6444490146,2926.85093603274,0,148.045340114214,9515.87499765005,43267.9021511671,43422.0148843691,20664.9675045704,20769.6706832068,20862.1652001199,462.793432069544,600.099561315094,870.631437372714,1182.98714415633,7435.76055508206,4559.51503638362,8124.6807432798,10104.9449207504,27084.2016764685,26918.0843615365,38455.8347514124,38572.6536680284,857.896973193866,1276.90827987685,6255.77051347948,47158.1263513156,47635.5653621892
"NoordPampus P10",6752.99173402861,6716.38844168654,6006.39969326916,49613.841343881,50519.5277635262,16170.1582236869,51272.3457610751,50888.2247278853,15296.315009012,15219.1230196022,16710.4659912184,41162.3120577334,41272.9852695658,17110.187268305,17417.1863055794,5861.94615220483,6491.00311711313,7199.37444430426,6920.30783619019,1347.17343148966,1472.23918137282,1499.0537712267,1064.94801680755,1054.76415165654,1082.94947585884,1143.29896062873,1240.28472009646,12552.00469135,12627.4782845121,18354.4840362015,18226.8098833255,38249.2434569409,38021.3063787769,16526.982452816,16923.6192661797,17438.5176769686,17474.7344865245,18019.2751588522,11477.8240126749,14213.3607039369,17664.3065502673,37467.3876264977,36998.5023372231,47536.3297911011,47025.8706446096,16886.4834100181,17287.2854389695,16016.9369783153,16416.7987049374,42089.1221484969,41690.1094789258,740.005794713922,723.134649643506,1827.143502378,3574.0332063265,3004.66988183653,148.045340114214,0,9588.16716214769,43121.5258709451,43275.7027136692,20528.4833463669,20633.2388306397,20725.7636168888,336.467502411376,455.425697513753,743.450877373966,1068.46318732583,7583.79871802036,4704.23716829322,8272.27282791392,10252.7138837868,26938.8464289279,26772.5573960025,38311.8564261596,38428.783239033,847.375559753122,1203.85085164259,6301.13588204015,47010.4442586316,47487.8742005991
"Noordzee HP-WNB 15A",15590.1141524298,15461.9348458545,14690.1769210435,55390.9678076085,56252.4129455922,9054.0231447204,55442.807575322,55029.8051843337,22671.5123314403,22584.0072167517,9575.49783101729,46609.5766886763,46599.340959254,25438.4890456004,25621.2274699603,14144.4277971765,14441.8613208983,14878.042998821,14472.6631900747,10122.4484379219,10027.0626358353,9845.56416575255,10586.5081245006,10489.110097978,10398.9912045263,10307.8316675649,10218.5280200303,8108.45002411089,8474.90270087614,26219.8429940944,25972.0844303808,45239.0337396859,44967.5389355185,9006.83046081346,9477.0458319782,9886.46819588731,8736.48383390801,8830.69787917549,2349.71453772013,4795.93112153853,8095.8849402486,39762.2418930061,39264.9544580442,53164.2083040513,52753.7163010469,9735.43211441739,10113.6131839208,12001.0420457368,12340.4205621227,45374.9765679481,44882.2443329012,8887.86158299211,8865.46567738366,7805.2092875029,6472.15707660923,6590.76665720096,9515.87499765005,9588.16716214769,0,47408.8904737749,47536.916010726,23655.3199396684,23743.7479992867,23824.2113678454,9898.99271551784,9719.97456170805,9565.389401837,9421.1827639211,8877.66538227768,7360.99745546445,8456.83355196457,9471.17860758762,31349.7938528525,31239.1366592178,45406.4766137781,45540.3876664861,10327.0800937588,10790.4857235259,3616.26724068281,52927.0884193288,53392.8345506886
"Oude Maas O 57",37680.9632698936,37552.0765909893,37961.0027100334,11487.701784603,11915.569711866,43916.7990620951,8150.95805970992,7768.04907054188,29074.2633048831,29120.765258959,43939.736010427,6405.59787933116,5737.97108864694,30041.2537772756,29459.0906224366,37667.4742278745,36917.1837345733,36149.977668048,36343.1938768696,41774.6950765301,41663.3907809055,41678.8474446829,42410.1358973141,42273.5828342891,42145.7162291873,42020.4457658683,41889.2345826044,40744.6052899984,40324.0265220699,27881.1292909831,27646.8626823169,15648.2670609209,15389.4744289756,44709.9903711255,44573.9616413891,44826.2497770716,47724.7274965791,49409.0306748392,49652.8504154104,51206.7941358429,51526.0044597464,11415.3730205756,11760.6298176037,9318.66051417276,9573.00313046179,43969.8049928691,44015.9645041044,38508.6691300923,38444.279183888,5284.9746140083,5837.38318935572,43164.8439539464,43363.3320372521,43464.1712323389,45700.3764710041,44442.1613493111,43267.9021511671,43121.5258709451,47408.8904737749,0,197.810550965419,23767.5586661771,23682.2732618676,23604.5543017962,42888.9665958974,42668.1924571419,42448.7140070541,42231.0045073635,50641.4529929978,47553.8441038016,51213.6601582424,53189.8169016518,16242.5612574351,16391.3270390831,16314.815222325,16422.6989317983,43269.9539415862,42766.3983008507,44634.3379241951,10653.3049851283,10846.3360897549
"Oude Maas O 59",37846.6643668836,37717.1323119558,38124.1461095043,11525.5553028242,11939.4629616318,44015.2511010299,7998.72938629722,7612.52919866328,29247.3185775789,29293.5699741072,44036.0328347319,6578.95780794974,5912.27418537136,30225.7040654349,29643.2984617695,37828.0471932667,37077.1242980357,36309.6540799148,36501.6628332036,41928.7890551824,41816.9787890079,41831.8351466605,42566.5815892173,42429.5640773263,42301.2505891091,42175.5177407735,42043.8249690518,40856.1659180825,40435.3825105366,28064.7470646643,27829.2674205478,15830.8706696678,15573.352662863,44807.8213058736,44670.0500522363,44920.5441419888,47823.0708397741,49508.3660791946,49778.6883876201,51325.6271488092,51631.5471365251,11408.9793368689,11760.3728462266,9374.85919897702,9644.04298400156,44065.4180187528,44109.99362646,38606.2473651157,38540.0860699972,5207.19392984576,5769.82075563902,43316.8798851001,43515.5391291093,43613.086998714,45847.4097754531,44588.4166183651,43422.0148843691,43275.7027136692,47536.916010726,197.810550965419,0,23892.1449572282,23806.449903769,23728.3987389234,43043.8414017077,42822.2453519188,42601.9749475383,42383.4589755095,50792.968106083,47703.6044379765,51363.1847029446,53338.8314866473,16388.3394683125,16538.5838653037,16496.745658869,16604.0199436159,43426.490702037,42923.8346910443,44769.8047190693,10735.0479222669,10920.6614789417
"Oude Maas BB A",16759.2629761888,16545.4361703419,16640.1305691964,32438.0329771807,33243.9351137148,20793.1943583776,31787.6165456856,31375.0279144777,11381.1251240723,11350.4193620992,20918.9756436263,23557.1979661114,23444.6694789486,15147.4829138686,14711.2960779836,16027.8896927718,15257.9689092081,14524.1644845022,14546.7468106469,19218.086474449,19066.2678117504,19029.8103478684,20047.3073194143,19871.6387163257,19706.584043036,19543.1762362769,19372.9142960561,17162.6414105853,16750.7141246204,13628.9337953872,13122.2463747659,24565.7873567062,24224.3399211971,21602.0250999288,21551.4331972735,21888.5374108241,24551.3584182401,26175.935124091,25887.5103794828,27466.7228164382,28058.0691497467,16938.9432828968,16470.2847162159,30120.2316903512,29808.3555315036,20982.5362979681,21109.0281988882,15556.377722082,15596.0497653246,21880.5837775487,21427.4820914521,20395.3534600886,20602.0531487238,20462.255969265,22544.6347414481,21259.5424199584,20664.9675045704,20528.4833463669,23655.3199396684,23767.5586661771,23892.1449572282,0,106.405376456104,199.469358576619,20364.1922508399,20078.5170163741,19798.4922872401,19520.712960914,27694.4556366278,24536.9233089585,28135.4968373814,30062.3898505907,8054.77937485127,8003.79975417337,24949.8086036586,25110.156214885,20884.5840855049,20486.5554570821,21007.9140090653,30166.9582732605,30608.8520507818
"Oude Maas BB-C",16864.8239453294,16651.1098749024,16746.2654387588,32372.9944112621,33177.6741793922,20852.5789697391,31699.0595748723,31286.2002376622,11466.1084628175,11435.8706266816,20976.072311876,23492.1292688715,23377.2579816655,15223.2811121545,14785.0836920818,16134.2454170528,15364.299176854,14630.4171646267,14653.1193570432,19323.1225554164,19171.1813607305,19134.5345326722,20152.8202794741,19977.0679347106,19811.9283324625,19648.4273142745,19478.0641371041,17234.418933447,16822.0355143539,13696.1630573871,13189.688175295,24537.3572016065,24195.2981176139,21661.3452334549,21608.82142946,21944.2448482628,24613.0892678322,26239.4452936651,25974.1412236229,27547.8265682726,28127.9655301115,16834.2617161958,16365.4078648414,30053.799324893,29743.9757440103,21038.9260529089,21163.7629275677,15608.9565065782,15646.2461176073,21783.5889090354,21329.6042653083,20499.3808373565,20706.0936556013,20564.9408009022,22645.8591407415,21360.6916235096,20769.6706832068,20633.2388306397,23743.7479992867,23682.2732618676,23806.449903769,106.405376456104,0,93.1519293771796,20469.204410984,20183.3365300762,19903.1155120595,19625.1224473052,27796.7048969923,24639.0085129872,28236.7798958484,30163.1167672135,7992.32149359231,7943.85016236739,24923.7124837295,25084.2542359195,20989.9588747784,20592.2233702668,21102.3281553508,30105.9774963561,30547.337762063
"Oude Maas BB-E",16956.3919488863,16742.8230157524,16838.6283903749,32311.9404956977,33115.5938241091,20909.3595790508,31618.6773369199,31205.6025268923,11537.3665370102,11507.5652348942,21030.940514735,23431.113687344,23314.2821471404,15285.9581357437,14845.9264058338,16227.0228213649,15457.0162408036,14722.979833247,14745.9428691975,19415.8053131276,19263.7964228678,19227.0418838861,20245.7467338234,20069.9544182017,19904.7728725746,19741.2243861746,19570.808156579,17301.5038853838,16888.753192072,13751.0542986627,13244.7890668909,24507.5161878779,24164.9350209448,21718.061343752,21663.9247622399,21997.9372618466,24671.7820993984,26299.6040157897,26053.1699917999,27622.4155059354,28193.3978151913,16741.798053261,16272.829790831,29991.5922745185,29683.4885135511,21093.2020552712,21216.6510404879,15660.146879784,15695.4354200065,21696.6065158841,21241.9502302506,20591.4670157713,20798.1879133185,20656.1503156254,22736.0551774817,21450.8362252381,20862.1652001199,20725.7636168888,23824.2113678454,23604.5543017962,23728.3987389234,199.469358576619,93.1519293771796,0,20561.8737103262,20275.8981314962,19995.5637543349,19717.4437684902,27887.6114630586,24729.8043505527,28327.0117347176,30252.9512403265,7933.97264313178,7887.63848872845,24895.878425567,25056.5854766561,21082.8184104505,20685.2194349745,21187.4691772304,30048.341259801,30489.2502237061
"Slijkgat HS8",6424.96122596916,6391.52914809729,5686.3039862748,49336.4317469691,50243.0296458873,16380.3259902367,51039.4312354315,50656.3146420488,14997.9039390552,14921.1761902418,16918.8539449706,40897.0196992513,41011.0541940506,16783.9016831104,17093.4642654567,5561.73280560032,6202.9461464761,6919.31227623988,6649.09593896321,1146.43018864638,1302.76193116927,1371.37068897198,728.636562771698,725.822445211062,777.433630839758,871.098019959348,1004.6666690502,12707.5970149355,12773.144810549,18038.2823669813,17913.8439935839,37944.6081697628,37717.7849445287,16748.4921133899,17141.2097692742,17657.7014997099,17735.314028039,18298.0090474181,11802.7573214137,14536.0122465645,17968.8707097317,37301.7580718614,36834.2704304447,47263.5498124463,46750.5696956534,17094.6531597321,17494.5834020599,16128.7171949154,16527.9698883537,41887.9167324987,41492.1248920672,1018.10220135113,1038.20586369035,2113.71624971501,3910.47922729123,3323.5742478025,462.793432069544,336.467502411376,9898.99271551784,42888.9665958974,43043.8414017077,20364.1922508399,20469.204410984,20561.8737103262,0,360.796887070285,709.740539178453,1058.72242847298,7851.50739775762,5009.98181070605,8556.2843747422,10533.2995076917,26716.8958151746,26549.0375850443,38004.7285292323,38121.2263161043,701.01833311973,913.295620238079,6582.6892527268,46730.1322292771,47207.7233683782
"Slijkgat HS6",6405.70497658143,6357.89449757498,5635.23018420074,49179.0279032439,50084.0641366363,16070.8079847936,50819.0532150303,50434.7547958973,14882.6139198118,14804.8655722588,16608.0056361081,40720.1130232434,40829.0870610957,16751.59806345,17050.4158942223,5454.37264094963,6068.75683979003,6769.48778892579,6484.03325088212,893.587585450851,1017.36123600907,1053.568992543,870.676052032299,775.141885331013,730.325113906589,735.89948955688,800.124550597748,12368.5112567953,12430.1391505664,17968.9083508942,17834.8052105554,37842.4405246767,37612.9355972064,16447.3821328688,16837.0117533157,17354.6435003109,17471.3546461296,18057.2154446213,11664.4461519053,14388.3605870766,17772.5789936173,37017.274355562,36548.7233266166,47098.4161946667,46589.6165509817,16783.6279722576,17182.9005563366,15775.2603141349,16174.3524710709,41633.8563320835,41235.0194527132,851.14299099507,940.965396845775,1914.78554860876,3877.38498946552,3180.99539005449,600.099561315094,455.425697513753,9719.97456170805,42668.1924571419,42822.2453519188,20078.5170163741,20183.3365300762,20275.8981314962,360.796887070285,0,349.013848234235,698.019410959708,8027.28737022822,5117.26515411579,8705.27733395089,10687.7830172102,26484.108502728,26317.9856215946,37908.7628732328,38026.3536129408,1060.76149595327,1191.69110622334,6352.28251942867,46577.8005672581,47055.1023289471
"Slijkgat HS4",6396.56982061431,6334.92606035532,5597.71452298447,49019.9947234285,49923.4956416783,15778.7802605735,50599.6683418462,50214.2534592254,14769.2532828877,14690.5511135389,16314.5085846713,40542.7605864847,40646.8709840628,16717.9042454051,17006.1846614887,5362.00159781537,5947.55341904532,6630.85892263962,6330.84564841344,730.315219148426,792.878634662131,775.473870155759,1100.61810603952,951.809843099421,835.541751253934,751.594860096423,718.765677016293,12045.3247451718,12102.6252848418,17898.8003832773,17755.3763172511,37737.2137267472,37505.1410283241,16164.103416468,16550.4504079089,17069.2020168605,17226.3011686396,17835.6840087811,11549.078242173,14261.9089370414,17596.0987570644,36737.3593559993,36267.8172627151,46932.0507846597,46427.2868236558,16489.9229150794,16888.4566114085,15435.8441935055,15834.7423138483,41382.6659486681,40980.9458723738,828.441267519193,982.548535817427,1781.02077057809,3886.98230533452,3086.7803152395,870.631437372714,743.450877373966,9565.389401837,42448.7140070541,42601.9749475383,19798.4922872401,19903.1155120595,19995.5637543349,709.740539178453,349.013848234235,0,349.005563194841,8217.05979919007,5251.62212343676,8869.65109236308,10855.1653637376,26254.1682674889,26089.7300674522,37809.5122404955,37928.147855316,1408.70621649767,1490.4755576028,6149.39219505573,46423.7517103313,46900.7536201593
"Slijkgat HS2",6406.48882479559,6331.16884921787,5581.83717598205,48862.963448045,49764.8833670466,15489.1036016315,50381.7711013954,49995.2412005273,14663.3522206147,14583.7219367933,16023.2304846687,40367.6728456965,40466.8708023589,16691.4678801069,16969.0443206759,5291.11003266753,5844.73350110258,6508.04016250266,6193.58376944249,715.45601992147,682.60248165221,579.968887634666,1381.40603604522,1206.10185103253,1051.91808876177,912.080995749727,797.936420175217,11723.6167486105,11776.3451290377,17835.2744620572,17682.5073617435,37634.9563429308,37400.3197123783,15883.4329862403,16266.3211622672,16786.1550814579,16984.8712770137,17618.2663585922,11443.1738928562,14142.9200796494,17424.8041156944,36458.6584138204,35988.1253246253,46767.7246618779,46267.0468981039,16198.4052230426,16596.1213573021,15096.8676224575,15495.5520141059,41132.9268335151,40728.3018222482,944.329453049603,1135.31961464773,1709.15322802732,3927.66626647954,3030.0441458108,1182.98714415633,1068.46318732583,9421.1827639211,42231.0045073635,42383.4589755095,19520.712960914,19625.1224473052,19717.4437684902,1058.72242847298,698.019410959708,349.005563194841,0,8417.00606055974,5405.18287761908,9044.48530729125,11031.0274729661,26026.9017456174,25864.1948067487,37713.2573033216,37832.9338517256,1757.06818587954,1807.35600772015,5960.03088202695,46271.849168779,46748.5276296116
"Slijkgat SG7",13984.1849974299,14005.9009010981,13374.138091523,57183.9813673176,58091.5951433657,17842.9678769626,58791.6556115177,58403.7660040739,22789.7123312929,22715.4398415824,18378.6114437127,48746.0576063459,48856.3260061183,24233.3783747317,24599.8910008398,13373.8192434166,14043.172610076,14768.3230000151,14500.4037137299,8915.79459893402,9008.93073635958,8977.92882673699,8432.89135115492,8529.42716670233,8623.67323822821,8718.9400290398,8823.63966639047,15874.0954850667,16134.1568127519,25667.2176779747,25583.7135312807,45669.7809798213,45452.8239943845,17857.6574518271,18324.9556718504,18749.2773125821,17496.8680854529,17309.2722638731,9232.29886873191,11619.0264234549,15801.9683163643,44579.523542299,44100.2265757984,55114.7116717909,54600.289734534,18544.2597959574,18932.4328355719,19849.2284611255,20232.460122087,49452.2253164971,49033.2995508472,7478.82710936388,7282.29098538333,7241.05966558253,5215.89309640735,6492.16220999474,7435.76055508206,7583.79871802036,8877.66538227768,50641.4529929978,50792.968106083,27694.4556366278,27796.7048969923,27887.6114630586,7851.50739775762,8027.28737022822,8217.05979919007,8417.00606055974,0,3160.90254878299,975.714224289569,2740.17215635348,34425.0931673895,34265.4901730298,45706.0001221837,45817.9939352488,7609.40738106208,8183.2144601912,8234.05537733165,54573.3914235593,55051.2508942151
"Slijkgat SG12",11386.1538375537,11371.5047713417,10684.4720670985,54267.0436678161,55169.4310147195,15818.483517432,55701.9842153589,55311.7717164502,19998.9594648458,19921.4415158682,16366.9834128248,45769.5926481435,45865.2570862395,21739.9160185667,22066.7797358957,10566.052691159,11185.5784366041,11879.9450694584,11582.4477908819,5975.56753961941,6040.02936784574,5981.17654225336,5674.02637110723,5727.67039830756,5784.11152629457,5843.77215126239,5914.52644090342,13300.5340367628,13517.4919414987,23040.1335964703,22921.1434662925,42953.3208037986,42725.5412653985,15951.5843361993,16404.1347604626,16868.8593829111,16071.6035219618,16178.64200248,8491.02425988365,11183.0267300234,15144.0869422071,41418.6643208927,40939.3294970954,52172.8962655212,51671.9301993484,16539.5068188173,16939.593231521,17210.5269609194,17603.0474365556,46310.2840368223,45888.0517997902,4461.54327830532,4278.85618996654,4100.83096383941,2094.81412535955,3347.56966798744,4559.51503638362,4704.23716829322,7360.99745546445,47553.8441038016,47703.6044379765,24536.9233089585,24639.0085129872,24729.8043505527,5009.98181070605,5117.26515411579,5251.62212343676,5405.18287761908,3160.90254878299,0,3660.80978320932,5643.04504925492,31324.7399074544,31168.472305799,43014.6283031723,43131.1890286424,4937.38540670697,5534.72082733535,5637.64946117219,51673.559836482,52150.4274332309
